1,434330,224,1.000
1,434331,223,1.000
1,434332,222,1.000
1,434333,221,1.000
1,434334,221,1.000
1,434335,222,1.000
1,434336,223,1.000
1,434337,224,1.000
1,434338,225,1.000
1,434339,221,1.000
1,434340,219,1.000
1,434341,215,1.000
1,434342,213,1.000
1,434343,208,1.000
1,434344,205,1.000
1,434345,207,1.000
1,434346,209,1.000
1,434347,322,1.000
1,434348,320,1.000
1,434349,320,1.000
1,434350,320,1.000
1,434351,322,1.000
1,434352,322,1.000
1,434353,323,1.000
1,434354,323,1.000
1,434355,324,1.000
1,434356,325,1.000
1,435705,325,1.000
1,435706,325,1.000
1,435707,325,1.000
1,435708,327,1.000
1,435709,328,1.000
1,435710,328,1.000
1,435711,329,1.000
1,435712,329,1.000
1,435713,330,1.000
1,435714,331,1.000
1,435715,332,1.000
1,435716,334,1.000
1,435717,345,1.000
1,435718,361,1.000
1,435719,382,1.000
1,435720,380,1.000
1,435721,378,1.000
1,435722,382,1.000
1,435723,393,1.000
1,435724,393,1.000
1,435725,394,1.000
1,435726,396,1.000
1,435727,394,1.000
1,435728,388,1.000
1,435729,383,1.000
1,435730,384,1.000
1,435731,387,1.000
1,437089,247,1.000
1,437090,244,1.000
1,437091,241,1.000
1,437092,241,1.000
1,437093,237,1.000
1,437094,236,1.000
1,437095,235,1.000
1,437096,235,1.000
1,437097,233,1.000
1,437098,231,1.000
1,437099,228,1.000
1,437100,226,1.000
1,437101,222,1.000
1,437102,220,1.000
1,437103,218,1.000
1,437104,217,1.000
1,437105,217,1.000
1,437106,218,1.000
1,437107,216,1.000
1,438457,218,1.000
1,438458,216,1.000
1,438459,216,1.000
1,438460,223,1.000
1,438461,231,1.000
1,438462,237,1.000
1,438463,239,1.000
1,438464,240,1.000
1,438465,240,1.000
1,438466,241,1.000
1,438467,242,1.000
1,438468,247,1.000
1,438469,254,1.000
1,438470,322,1.000
1,438471,322,1.000
1,438472,322,1.000
1,438473,321,1.000
1,438474,320,1.000
1,438475,320,1.000
1,438476,322,1.000
1,438477,323,1.000
1,438478,325,1.000
1,438479,325,1.000
1,438480,325,1.000
1,438481,325,1.000
1,438482,326,1.000
1,438483,328,1.000
1,441212,264,1.000
1,441213,267,1.000
1,441214,266,1.000
1,441215,250,1.000
1,441216,245,1.000
1,441217,244,1.000
1,441218,243,1.000
1,441219,242,1.000
1,441220,240,1.000
1,441221,237,1.000
1,441222,235,1.000
1,441223,234,1.000
1,441224,233,1.000
1,441225,233,1.000
1,441226,232,1.000
1,441227,230,1.000
1,441228,226,1.000
1,441229,223,1.000
1,441230,220,1.000
1,441231,220,1.000
1,441232,221,1.000
1,441233,227,1.000
1,441234,238,1.000
1,441235,244,1.000
1,441236,246,1.000
