BIN_INDEX, BIN_FROM, BIN_TO, INTERPOLATION, INTERVAL_TYPE
656,  65.500, 65.600, 65.550, 1202
657,  65.600, 65.700, 65.650, 1202
658,  65.700, 65.800, 65.750, 1202
659,  65.800, 65.900, 65.850, 1202
660,  65.900, 66.000, 65.950, 1202
661,  66.000, 66.100, 66.050, 1202
662,  66.100, 66.200, 66.150, 1202
663,  66.200, 66.300, 66.250, 1202
664,  66.300, 66.400, 66.350, 1202
665,  66.400, 66.500, 66.450, 1202
666,  66.500, 66.600, 66.550, 1202
667,  66.600, 66.700, 66.650, 1202
668,  66.700, 66.800, 66.750, 1202
669,  66.800, 66.900, 66.850, 1202
670,  66.900, 67.000, 66.950, 1202
671,  67.000, 67.100, 67.050, 1202
672,  67.100, 67.200, 67.150, 1202
673,  67.200, 67.300, 67.250, 1202
674,  67.300, 67.400, 67.350, 1202
675,  67.400, 67.500, 67.450, 1202
676,  67.500, 67.600, 67.550, 1202
677,  67.600, 67.700, 67.650, 1202
678,  67.700, 67.800, 67.750, 1202
679,  67.800, 67.900, 67.850, 1202
680,  67.900, 68.000, 67.950, 1202
681,  68.000, 68.100, 68.050, 1202
682,  68.100, 68.200, 68.150, 1202
683,  68.200, 68.300, 68.250, 1202
684,  68.300, 68.400, 68.350, 1202
685,  68.400, 68.500, 68.450, 1202
686,  68.500, 68.600, 68.550, 1202
687,  68.600, 68.700, 68.650, 1202
688,  68.700, 68.800, 68.750, 1202
689,  68.800, 68.900, 68.850, 1202
690,  68.900, 69.000, 68.950, 1202
691,  69.000, 69.100, 69.050, 1202
692,  69.100, 69.200, 69.150, 1202
693,  69.200, 69.300, 69.250, 1202
694,  69.300, 69.400, 69.350, 1202
695,  69.400, 69.500, 69.450, 1202
696,  69.500, 69.600, 69.550, 1202
697,  69.600, 69.700, 69.650, 1202
698,  69.700, 69.800, 69.750, 1202
699,  69.800, 69.900, 69.850, 1202
700,  69.900, 70.000, 69.950, 1202
701,  70.000, 70.100, 70.050, 1202
702,  70.100, 70.200, 70.150, 1202
703,  70.200, 70.300, 70.250, 1202
704,  70.300, 70.400, 70.350, 1202
705,  70.400, 70.500, 70.450, 1202
706,  70.500, 70.600, 70.550, 1202
707,  70.600, 70.700, 70.650, 1202
708,  70.700, 70.800, 70.750, 1202
709,  70.800, 70.900, 70.850, 1202
710,  70.900, 71.000, 70.950, 1202
711,  71.000, 71.100, 71.050, 1202
712,  71.100, 71.200, 71.150, 1202
713,  71.200, 71.300, 71.250, 1202
714,  71.300, 71.400, 71.350, 1202
715,  71.400, 71.500, 71.450, 1202
716,  71.500, 71.600, 71.550, 1202
717,  71.600, 71.700, 71.650, 1202
718,  71.700, 71.800, 71.750, 1202
719,  71.800, 71.900, 71.850, 1202
720,  71.900, 72.000, 71.950, 1202
721,  72.000, 72.100, 72.050, 1202
722,  72.100, 72.200, 72.150, 1202
723,  72.200, 72.300, 72.250, 1202
724,  72.300, 72.400, 72.350, 1202
725,  72.400, 72.500, 72.450, 1202
726,  72.500, 72.600, 72.550, 1202
727,  72.600, 72.700, 72.650, 1202
728,  72.700, 72.800, 72.750, 1202
729,  72.800, 72.900, 72.850, 1202
730,  72.900, 73.000, 72.950, 1202
731,  73.000, 73.100, 73.050, 1202
732,  73.100, 73.200, 73.150, 1202
733,  73.200, 73.300, 73.250, 1202
734,  73.300, 73.400, 73.350, 1202
735,  73.400, 73.500, 73.450, 1202
736,  73.500, 73.600, 73.550, 1202
737,  73.600, 73.700, 73.650, 1202
738,  73.700, 73.800, 73.750, 1202
739,  73.800, 73.900, 73.850, 1202
740,  73.900, 74.000, 73.950, 1202
741,  74.000, 74.100, 74.050, 1202
742,  74.100, 74.200, 74.150, 1202
743,  74.200, 74.300, 74.250, 1202
744,  74.300, 74.400, 74.350, 1202
745,  74.400, 74.500, 74.450, 1202
746,  74.500, 74.600, 74.550, 1202
747,  74.600, 74.700, 74.650, 1202
748,  74.700, 74.800, 74.750, 1202
749,  74.800, 74.900, 74.850, 1202
750,  74.900, 75.000, 74.950, 1202
751,  75.000, 75.100, 75.050, 1202
752,  75.100, 75.200, 75.150, 1202
753,  75.200, 75.300, 75.250, 1202
754,  75.300, 75.400, 75.350, 1202
755,  75.400, 75.500, 75.450, 1202
756,  75.500, 75.600, 75.550, 1202
757,  75.600, 75.700, 75.650, 1202
758,  75.700, 75.800, 75.750, 1202
759,  75.800, 75.900, 75.850, 1202
760,  75.900, 76.000, 75.950, 1202
761,  76.000, 76.100, 76.050, 1202
762,  76.100, 76.200, 76.150, 1202
763,  76.200, 76.300, 76.250, 1202
764,  76.300, 76.400, 76.350, 1202
765,  76.400, 76.500, 76.450, 1202
766,  76.500, 76.600, 76.550, 1202
767,  76.600, 76.700, 76.650, 1202
768,  76.700, 76.800, 76.750, 1202
769,  76.800, 76.900, 76.850, 1202
770,  76.900, 77.000, 76.950, 1202
771,  77.000, 77.100, 77.050, 1202
772,  77.100, 77.200, 77.150, 1202
773,  77.200, 77.300, 77.250, 1202
774,  77.300, 77.400, 77.350, 1202
775,  77.400, 77.500, 77.450, 1202
776,  77.500, 77.600, 77.550, 1202
777,  77.600, 77.700, 77.650, 1202
778,  77.700, 77.800, 77.750, 1202
779,  77.800, 77.900, 77.850, 1202
780,  77.900, 78.000, 77.950, 1202
781,  78.000, 78.100, 78.050, 1202
782,  78.100, 78.200, 78.150, 1202
783,  78.200, 78.300, 78.250, 1202
784,  78.300, 78.400, 78.350, 1202
785,  78.400, 78.500, 78.450, 1202
786,  78.500, 78.600, 78.550, 1202
787,  78.600, 78.700, 78.650, 1202
788,  78.700, 78.800, 78.750, 1202
789,  78.800, 78.900, 78.850, 1202
790,  78.900, 79.000, 78.950, 1202
791,  79.000, 79.100, 79.050, 1202
792,  79.100, 79.200, 79.150, 1202
793,  79.200, 79.300, 79.250, 1202
794,  79.300, 79.400, 79.350, 1202
795,  79.400, 79.500, 79.450, 1202
796,  79.500, 79.600, 79.550, 1202
797,  79.600, 79.700, 79.650, 1202
798,  79.700, 79.800, 79.750, 1202
799,  79.800, 79.900, 79.850, 1202
800,  79.900, 80.000, 79.950, 1202
801,  80.000, 80.100, 80.050, 1202
802,  80.100, 80.200, 80.150, 1202
803,  80.200, 80.300, 80.250, 1202
804,  80.300, 80.400, 80.350, 1202
805,  80.400, 80.500, 80.450, 1202
806,  80.500, 80.600, 80.550, 1202
807,  80.600, 80.700, 80.650, 1202
808,  80.700, 80.800, 80.750, 1202
809,  80.800, 80.900, 80.850, 1202
810,  80.900, 81.000, 80.950, 1202
811,  81.000, 81.100, 81.050, 1202
812,  81.100, 81.200, 81.150, 1202
813,  81.200, 81.300, 81.250, 1202
814,  81.300, 81.400, 81.350, 1202
815,  81.400, 81.500, 81.450, 1202
816,  81.500, 81.600, 81.550, 1202
817,  81.600, 81.700, 81.650, 1202
818,  81.700, 81.800, 81.750, 1202
819,  81.800, 81.900, 81.850, 1202
820,  81.900, 82.000, 81.950, 1202
821,  82.000, 82.100, 82.050, 1202
822,  82.100, 82.200, 82.150, 1202
823,  82.200, 82.300, 82.250, 1202
824,  82.300, 82.400, 82.350, 1202
825,  82.400, 82.500, 82.450, 1202
826,  82.500, 82.600, 82.550, 1202
827,  82.600, 82.700, 82.650, 1202
828,  82.700, 82.800, 82.750, 1202
829,  82.800, 82.900, 82.850, 1202
830,  82.900, 83.000, 82.950, 1202
831,  83.000, 83.100, 83.050, 1202
832,  83.100, 83.200, 83.150, 1202
833,  83.200, 83.300, 83.250, 1202
834,  83.300, 83.400, 83.350, 1202
835,  83.400, 83.500, 83.450, 1202
836,  83.500, 83.600, 83.550, 1202
837,  83.600, 83.700, 83.650, 1202
838,  83.700, 83.800, 83.750, 1202
839,  83.800, 83.900, 83.850, 1202
840,  83.900, 84.000, 83.950, 1202
841,  84.000, 84.100, 84.050, 1202
842,  84.100, 84.200, 84.150, 1202
843,  84.200, 84.300, 84.250, 1202
844,  84.300, 84.400, 84.350, 1202
845,  84.400, 84.500, 84.450, 1202
846,  84.500, 84.600, 84.550, 1202
847,  84.600, 84.700, 84.650, 1202
848,  84.700, 84.800, 84.750, 1202
849,  84.800, 84.900, 84.850, 1202
850,  84.900, 85.000, 84.950, 1202
851,  85.000, 85.100, 85.050, 1202
852,  85.100, 85.200, 85.150, 1202
853,  85.200, 85.300, 85.250, 1202
854,  85.300, 85.400, 85.350, 1202
855,  85.400, 85.500, 85.450, 1202
856,  85.500, 85.600, 85.550, 1202
857,  85.600, 85.700, 85.650, 1202
858,  85.700, 85.800, 85.750, 1202
859,  85.800, 85.900, 85.850, 1202
860,  85.900, 86.000, 85.950, 1202
861,  86.000, 86.100, 86.050, 1202
862,  86.100, 86.200, 86.150, 1202
863,  86.200, 86.300, 86.250, 1202
864,  86.300, 86.400, 86.350, 1202
865,  86.400, 86.500, 86.450, 1202
866,  86.500, 86.600, 86.550, 1202
867,  86.600, 86.700, 86.650, 1202
868,  86.700, 86.800, 86.750, 1202
869,  86.800, 86.900, 86.850, 1202
870,  86.900, 87.000, 86.950, 1202
871,  87.000, 87.100, 87.050, 1202
872,  87.100, 87.200, 87.150, 1202
873,  87.200, 87.300, 87.250, 1202
874,  87.300, 87.400, 87.350, 1202
875,  87.400, 87.500, 87.450, 1202
876,  87.500, 87.600, 87.550, 1202
877,  87.600, 87.700, 87.650, 1202
878,  87.700, 87.800, 87.750, 1202
879,  87.800, 87.900, 87.850, 1202
880,  87.900, 88.000, 87.950, 1202
881,  88.000, 88.100, 88.050, 1202
882,  88.100, 88.200, 88.150, 1202
883,  88.200, 88.300, 88.250, 1202
884,  88.300, 88.400, 88.350, 1202
885,  88.400, 88.500, 88.450, 1202
886,  88.500, 88.600, 88.550, 1202
887,  88.600, 88.700, 88.650, 1202
888,  88.700, 88.800, 88.750, 1202
889,  88.800, 88.900, 88.850, 1202
890,  88.900, 89.000, 88.950, 1202
891,  89.000, 89.100, 89.050, 1202
892,  89.100, 89.200, 89.150, 1202
893,  89.200, 89.300, 89.250, 1202
894,  89.300, 89.400, 89.350, 1202
895,  89.400, 89.500, 89.450, 1202
896,  89.500, 89.600, 89.550, 1202
897,  89.600, 89.700, 89.650, 1202
898,  89.700, 89.800, 89.750, 1202
899,  89.800, 89.900, 89.850, 1202
900,  89.900, 90.000, 89.950, 1202
