event_id,period_no,occ_date_id
301630,2906,5111809
301650,2906,7252208
301656,2906,8081943
301661,2906,8200902
301691,2906,11102050
301692,2906,11111804
301708,2907,1241810
301740,2907,6081707
301743,2907,6160438
301746,2907,6260509
301747,2907,6282001
301782,2907,11041958
301813,2908,2221854
301855,2908,7100315
301867,2908,8191259
301871,2908,9051905
301895,2908,11270937
301901,2908,12142258
301902,2908,12230008
301910,2909,2071613
301942,2909,6122245
301987,2909,11200345
301988,2909,11282232
302023,2910,3261414
302081,2910,11021617
302090,2910,11271059
302103,2911,1071636
302134,2911,6012235
302142,2911,6240427
302150,2911,7231750
302158,2911,8300106
302160,2911,9011738
302190,2911,12210518
302195,2911,12312323
302207,2912,1251523
302208,2912,1250942
302215,2912,2110008
302225,2912,3312000
302274,2912,7271759
302303,2912,11080728
302312,2912,12030830
302360,2913,4241531
302375,2913,6121604
302376,2913,6132052
302385,2913,7070954
302433,2913,12011354
302444,2914,1142207
302446,2914,1231743
302450,2914,2100538
302477,2914,4262028
302493,2914,6251614
302517,2914,8292201
302534,2914,10081838
302539,2914,10232018
302560,2914,12261302
302561,2914,12281050
302626,2915,7060201
302642,2915,8310217
302643,2915,8310501
302654,2915,9250202
302664,2915,11142200
302665,2915,11230010
302675,2916,1080733
302684,2916,2061004
302691,2916,2270916
302709,2916,4290715
302732,2916,6240416
302738,2916,7110020
302747,2916,7311211
302755,2916,8201028
302768,2916,10150010
302806,2917,2181411
302808,2917,2230222
302817,2917,3121642
302819,2917,3120904
302847,2917,5282012
302862,2917,8091758
302869,2917,8252114
302889,2917,10231549
302903,2917,12061040
302909,2918,1080540
302926,2918,2241534
302933,2918,3261603
302950,2918,6160715
302963,2918,7212027
302972,2918,9110453
302974,2918,9131920
302975,2918,9170647
303013,2919,1301138
303053,2919,6260043
303056,2919,7030002
303060,2919,7070231
303061,2919,7071041
303114,2920,1260444
303133,2920,4012315
303148,2920,5120308
303167,2920,7141023
303169,2920,7250212
303185,2920,9140759
303187,2920,9231722
303196,2920,10272042
303215,2921,2031944
303222,2921,2241631
303245,2921,5080922
303257,2921,7041649
303278,2921,10111337
303287,2921,11040316
303330,2922,4021600
303340,2922,5160617
303344,2922,6041507
303374,2922,9020618
303378,2922,9080506
303402,2922,12220956
303442,2923,5271102
303452,2923,7140539
303472,2923,10251840
303481,2923,12041725
303484,2923,12212114
303488,2924,1022005
303494,2924,1240943
303497,2924,1310850
303504,2924,2242039
303509,2924,3041040
303511,2924,3101027
303538,2924,6021035
303543,2924,6212015
303546,2924,6301108
303554,2924,7292051
303591,2924,12250632
303600,2925,1240649
303607,2925,3011041
303652,2925,7061317
303676,2925,9211101
303690,2925,11030940
303703,2925,11300829
303723,2926,2052355
303733,2926,3072318
303746,2926,4270231
303750,2926,5110535
303754,2926,5220033
303758,2926,5272151
303791,2926,10141458
303802,2926,11041325
303812,2926,12142011
303818,2927,1060848
303827,2927,1302215
303840,2927,3042007
303844,2927,3180139
303872,2927,6261325
303873,2927,6301234
303879,2927,7230049
303899,2927,10091329
303922,2927,12260647
303940,2928,2172034
303958,2928,5080838
303973,2928,6212247
304011,2928,11250517
304012,2928,11262314
304042,2929,3190546
304055,2929,4211835
304067,2929,5170210
304069,2929,5181723
304147,2930,3042012
304190,2930,7072049
304216,2930,11130213
304218,2930,11251309
304223,2930,12031032
304256,2931,4090953
304296,2931,9251922
304312,2931,11211139
304365,2932,5031137
304391,2932,7130705
304400,2932,8050302
304407,2932,9022114
304408,2932,9132259
304421,2932,11241536
304425,2932,12130816
304438,2933,2070826
304453,2933,3151154
304455,2933,3200137
304469,2933,5140733
304477,2933,6112105
304507,2933,9290051
304517,2933,10270717
304536,2934,1021711
304540,2934,1240634
304542,2934,1271910
304576,2934,6150506
304597,2934,8242252
304625,2934,11091946
304640,2935,1100422
304648,2935,1220214
304660,2935,3131341
304666,2935,4101712
304678,2935,5161422
304690,2935,6301034
304700,2935,7270247
304719,2935,10031945
304723,2935,10111924
304752,2936,2020710
304764,2936,3061603
304765,2936,3211402
304779,2936,5101745
304797,2936,7081134
304827,2936,11040400
304835,2936,11300059
304855,2937,2172037
304883,2937,6150934
304885,2937,6182316
304917,2937,10190454
304931,2937,12171854
304946,2938,2160347
304956,2938,3181711
304995,2938,8091754
305056,2939,4132239
305066,2939,5090658
305067,2939,5121105
305071,2939,5231549
305087,2939,7140648
305095,2939,8031442
305098,2939,8072222
305099,2939,8101424
305104,2939,9101130
305113,2939,9201949
305143,2939,12120121
305145,2939,12161843
305176,2940,4151936
305181,2940,5072235
305215,2940,9010725
305243,2940,11270304
305275,2941,3131000
305280,2941,3241521
305302,2941,7110557
305310,2941,8162139
305320,2941,9171900
305330,2941,10131013
305334,2941,10170431
305353,2942,2111036
305358,2942,3242120
305372,2942,5141408
305394,2942,7141057
305444,2943,1110814
305462,2943,3032328
305464,2943,3090536
305501,2943,8032045
305515,2943,9251917
305519,2943,10110541
305537,2943,12131440
305547,2944,1161806
305574,2944,4250540
305575,2944,4280252
305591,2944,7161238
305597,2944,7291649
305607,2944,8222238
305608,2944,8261922
305612,2944,9211814
305620,2944,10191246
305622,2944,10221056
305627,2944,11021705
305640,2944,12112141
305641,2944,12152120
305645,2944,12280728
305666,2945,3260058
305697,2945,7290649
305736,2945,12081043
305752,2946,1221911
305765,2946,3050757
305770,2946,3202252
305786,2946,5230906
305792,2946,6080220
305799,2946,6300954
305800,2946,7031430
305805,2946,7240907
305810,2946,9051133
305817,2946,9281840
305824,2946,11041249
305848,2947,2021251
305849,2947,2031538
306011,2948,7161225
306051,2948,11161357
306053,2948,11252141
306056,2948,11301148
306059,2948,12070100
306066,2949,1040014
306068,2949,1090755
306090,2949,3050700
306103,2949,4231832
306131,2949,8130015
306137,2949,9061358
306143,2949,9221814
306168,2949,12210758
306169,2949,12251434
306219,2950,7180816
306220,2950,7221521
306240,2950,9110905
306242,2950,9201520
306263,2950,11081434
306309,2951,4081125
306311,2951,4142109
306344,2951,8270707
306353,2951,9190619
306359,2951,10110303
306384,2952,1170458
306417,2952,5040959
306426,2952,5260015
306495,2953,1061150
306497,2953,1111427
306502,2953,2030839
306540,2953,6200019
306549,2953,7121628
306559,2953,8210633
306571,2953,9291151
306573,2953,10072335
306589,2953,12290252
306599,2954,1261456
306628,2954,6261533
306634,2954,7160433
306652,2954,9121212
306660,2954,10081508
306670,2954,11050734
306680,2954,12012332
306691,2955,1120806
306701,2955,3061656
306717,2955,5081257
306750,2955,9151341
306760,2955,10170324
306801,2956,2251342
306816,2956,5042037
306823,2956,5180333
306824,2956,5280609
306828,2956,6130612
306841,2956,8010848
306846,2956,8081135
306855,2956,8211647
306859,2956,9051300
306906,2957,2182233
306908,2957,2221819
306930,2957,5090810
306940,2957,6222151
306942,2957,6252146
306959,2957,8181143
306961,2957,8311751
306991,2957,11161108
306999,2957,12101519
307001,2957,12150853
307008,2958,1101238
307026,2958,4031152
307053,2958,6302225
307078,2958,10050818
307093,2958,12071530
307106,2959,1140423
307108,2959,1200011
307110,2959,1252324
307131,2959,4011705
307161,2959,8130217
307217,2960,4051140
307220,2960,4200322
307256,2960,9210015
307261,2960,10082152
307283,2961,1021404
307296,2961,2221933
307315,2961,4150523
307340,2961,7180640
307377,2961,11270842
307400,2962,3110649
307404,2962,4071114
307455,2962,10010236
307457,2962,10031321
307459,2962,10070225
307461,2962,10241619
307502,2963,4130329
307510,2963,4301417
307540,2963,9060730
307541,2963,9090808
307583,2964,2130425
307585,2964,2150947
307622,2964,6251029
307643,2964,9110407
307657,2964,10250117
307685,2965,1161647
307691,2965,2100240
307706,2965,3290941
307734,2965,7120615
307744,2965,8171712
307746,2965,8252120
307756,2965,9291512
307763,2965,10142004
307820,2966,4240222
307826,2966,5211730
307830,2966,6100226
307835,2966,6291320
307851,2966,8231206
307868,2966,11130137
307877,2966,12130748
307884,2967,1120824
307894,2967,3010708
307942,2967,7301453
307983,2967,12090611
308009,2968,2030240
308016,2968,2270025
308021,2968,3040844
308036,2968,5242018
308057,2968,8230619
308081,2968,11290150
308087,2968,12090843
308154,2969,8130759
308160,2969,8291206
308161,2969,9030738
308183,2969,11230945
308187,2969,12011752
308232,2970,4110652
308233,2970,4150846
308238,2970,5051442
308247,2970,6010250
308263,2970,7220302
308272,2970,8251645
308344,2971,4090743
308384,2971,10021857
308417,2972,1262100
308450,2972,6070242
308477,2972,9010547
308480,2972,9192225
308495,2972,10170509
308500,2972,11012313
308514,2972,12160903
308518,2973,1031046
308529,2973,2112208
308552,2973,5141254
308573,2973,7131157
308578,2973,7231021
308618,2974,1091027
308632,2974,2070621
308653,2974,3282333
308660,2974,4221011
308677,2974,6021140
308692,2974,7141136
308724,2974,11190014
308729,2974,12030358
308740,2975,1172312
308744,2975,1222302
308745,2975,1312212
308762,2975,4021936
308825,2975,12202237
308856,2976,6050202
308879,2976,8020153
308887,2976,9050905
308898,2976,10142117
308905,2976,10311943
308907,2976,11042210
308931,2977,2140038
308936,2977,3021935
308938,2977,3120422
308941,2977,3191815
308944,2977,3220315
308960,2977,5040701
308992,2977,7230947
309008,2977,9290509
309010,2977,10061513
309025,2977,12100723
309039,2978,2122235
309056,2978,4280629
309069,2978,6160601
309079,2978,7060421
309103,2978,9090204
309108,2978,10080404
309111,2978,10141306
309123,2978,11070502
309138,2978,12201438
309140,2978,12221146
309166,2979,4060555
309169,2979,4071801
309187,2979,6241821
309221,2979,10220959
309229,2979,11061958
309247,2980,1050611
309261,2980,2150709
309285,2980,6050129
309288,2980,6212010
309291,2980,6281931
309294,2980,7220051
309302,2980,8270455
309321,2980,10162304
309326,2980,11060211
309332,2980,11210554
309344,2981,2020607
309360,2981,3181421
309384,2981,6062327
309411,2981,9010933
309417,2981,9161640
309433,2981,11110651
309435,2981,11172018
309445,2981,12082238
309481,2982,4180405
309512,2982,8082146
309521,2982,8302337
309549,2982,11230707
309576,2983,2121507
309598,2983,5231204
309612,2983,6181549
309614,2983,6251129
309615,2983,6250219
309634,2983,8181231
309638,2983,9132059
309641,2983,9281439
309674,2984,1302235
309679,2984,2140922
309681,2984,2200603
309707,2984,5240644
309713,2984,6050531
309732,2984,8281226
309753,2984,11030515
309798,2985,3201742
309830,2985,6290418
309835,2985,7160620
309850,2985,8272347
309856,2985,9091144
309859,2985,10020842
309866,2985,11021005
309869,2985,11041250
309883,2985,12241612
309906,2986,3251650
309922,2986,5190303
309931,2986,6070331
309960,2986,9261902
309964,2986,10022032
309987,2986,12191514
309993,2987,1042012
310010,2987,3010109
310017,2987,3161820
310036,2987,5232113
310037,2987,5272028
310058,2987,8040119
310062,2987,8100625
310070,2987,9022152
310078,2987,10200616
310080,2987,10272356
310112,2988,2130226
310122,2988,3010950
310135,2988,4111224
310147,2988,5071137
310150,2988,5201901
310154,2988,6032117
310158,2988,6251432
310176,2988,8252225
310187,2988,9290921
310207,2988,12211648
310208,2988,12291151
310262,2989,8192032
310275,2989,10111549
310285,2989,11060803
310287,2989,11171804
310302,2989,12291510
310303,2990,1150706
310325,2990,3251534
310337,2990,5030740
310344,2990,5311209
310356,2990,7061454
310373,2990,8130557
310376,2990,8191430
310389,2990,9291915
310390,2990,10040542
310422,2991,1050233
310468,2991,7201318
310485,2991,9100316
310489,2991,9240849
310499,2991,10120604
310514,2991,11130327
310520,2991,11280922
310534,2992,1030239
310584,2992,6040740
310586,2992,6051622
310630,2992,11270908
310647,2993,2131701
310677,2993,5302252
310679,2993,5310544
310695,2993,7190652
310705,2993,8242146
310711,2993,9042107
310712,2993,9051349
310729,2993,11071614
310759,2994,2031900
310760,2994,2091600
310762,2994,2121817
310796,2994,6010705
310805,2994,6232149
310807,2994,6271309
310834,2994,10230904
310851,2994,12250340
310853,2995,1050819
310866,2995,3151547
310871,2995,4090346
310876,2995,4301510
310884,2995,5220832
310898,2995,7111403
310902,2995,7192308
310933,2995,11062058
310950,2995,12151651
310954,2995,12291113
311024,2996,8270930
311026,2996,8291329
311027,2996,8311957
311043,2996,10100550
311051,2996,10300803
311089,2997,3140729
311094,2997,4051142
311103,2997,4260325
311115,2997,6070711
311134,2997,7252156
311148,2997,9121423
311149,2997,9122331
311151,2997,9180013
311155,2997,9302321
311162,2997,10202134
311169,2997,11071854
311174,2997,11181420
311187,2998,1081410
311190,2998,1201510
311202,2998,3081906
311233,2998,6010221
311235,2998,6020725
311258,2998,9070434
311268,2998,9150919
311271,2998,10011209
311284,2998,11280601
311289,2998,12172114
311326,2999,4180857
311349,2999,7092156
311362,2999,8232211
311363,2999,8231415
311374,2999,9121328
311376,2999,9160956
311377,2999,9190513
311413,3000,2091109
311418,3000,3110151
311425,3000,3300605
311434,3000,4261710
311441,3000,6021135
311459,3000,8232107
311478,3000,10152228
311504,3001,1272022
311506,3001,1292056
311515,3001,2160859
311516,3001,2160210
311521,3001,3052043
311541,3001,5092157
311557,3001,7121017
311579,3001,10082039
311609,3002,1081742
311616,3002,2050406
311617,3002,2051631
311618,3002,2070843
311619,3002,2090415
311641,3002,4092327
311673,3002,8201448
311741,3003,4100103
311746,3003,5042123
311764,3003,7051718
311778,3003,9100007
311792,3003,11081514
311850,3004,5030356
311851,3004,5071433
311866,3004,6301202
311873,3004,7272128
311876,3004,8081230
311901,3004,11040309
311935,3005,2140322
311940,3005,3022001
311972,3005,6070311
311974,3005,6230002
311985,3005,7261013
312002,3005,10091519
312015,3005,11231905
312018,3005,12050737
312029,3006,1311214
312033,3006,2091641
312039,3006,2260721
312042,3006,2280438
312053,3006,4031356
312055,3006,4060119
312071,3006,6161949
312076,3006,6302114
312085,3006,7260721
312093,3006,8090111
312119,3006,10310401
312120,3006,11041120
312126,3006,11211917
312171,3007,5241759
312175,3007,6151414
312195,3007,8252019
312220,3007,11290248
312222,3007,12061126
312238,3008,1260805
312249,3008,3121132
312262,3008,4221211
312271,3008,5281040
312359,3009,3120211
312387,3009,6052236
312390,3009,6130518
312417,3009,9162105
312432,3009,11011525
312459,3010,2100412
312460,3010,2101159
312479,3010,4240528
312498,3010,8071132
312506,3010,9021815
312509,3010,9081308
312516,3010,10021920
312525,3010,11030943
312540,3010,12162027
312562,3011,2061307
312591,3011,5131335
312597,3011,5240809
312613,3011,7130147
312625,3011,8062221
312639,3011,9290506
312656,3011,11101825
312693,3012,3140237
312720,3012,6161502
312732,3012,8021047
312781,3013,1231444
312792,3013,3031903
312816,3013,5060907
312826,3013,5250324
312846,3013,8061349
312870,3013,11211054
312896,3014,2220431
312909,3014,3140343
312940,3014,7040905
312953,3014,8271924
312979,3014,11211057
312988,3014,12081227
312990,3014,12161620
313018,3015,3251136
313027,3015,4241420
313038,3015,6010030
313071,3015,9130934
313099,3015,12221009
313142,3016,7031757
313169,3016,9220253
313194,3016,12080608
313208,3017,1270811
313246,3017,5080605
313269,3017,6291647
313270,3017,7052343
313272,3017,7101300
313278,3017,8011824
313293,3017,9170628
313304,3017,11131447
313343,3018,4190817
313344,3018,4202317
313347,3018,4250643
313348,3018,4261849
313368,3018,8010258
313376,3018,8280100
313385,3018,9271803
313392,3018,10061733
313424,3019,2012146
313442,3019,4160050
313461,3019,5302252
313487,3019,8130347
313495,3019,9050827
313500,3019,9151606
313544,3020,2132137
313546,3020,2150807
313553,3020,2220219
313557,3020,3011804
313571,3020,3261903
313596,3020,7062055
313603,3020,7300628
313625,3020,12040342
313629,3020,12190346
313636,3020,12311226
313640,3021,1212352
313641,3021,1230102
313683,3021,7030036
313686,3021,7102055
313692,3021,8292356
313694,3021,9021851
313718,3021,12121219
313729,3022,1171418
313754,3022,5041132
313756,3022,5102048
313773,3022,7110428
313787,3022,9192257
313790,3022,9260547
313798,3022,10091113
313842,3023,3080527
313885,3023,7081013
313889,3023,7212123
313909,3023,9250626
313918,3023,10160108
313937,3023,12131857
313954,3024,1241143
313960,3024,2080408
313977,3024,4021917
313981,3024,4132251
313988,3024,5230342
314002,3024,7150201
314009,3024,8182049
314015,3024,8290908
314025,3024,9252319
314037,3024,12152230
314043,3025,1041748
314059,3025,3310610
314070,3025,4280103
314121,3025,11262158
314171,3026,5100048
314179,3026,6151615
314231,3026,12100220
314240,3027,1060447
314244,3027,2031859
314247,3027,2221604
314274,3027,7211612
314294,3027,10031409
314339,3028,3021628
314349,3028,3161223
314350,3028,3200812
314358,3028,4172145
314366,3028,5271323
314368,3028,6071801
314376,3028,7101636
314382,3028,7240749
314409,3028,10070206
314426,3028,12101544
314429,3028,12270236
314444,3029,2091010
314494,3029,7130041
314515,3029,8290909
314530,3029,10122208
314551,3029,12102328
314559,3030,1151413
314566,3030,2220325
314584,3030,4110830
314586,3030,4180737
314595,3030,5090241
314640,3030,9221710
314645,3030,10140600
314663,3030,12092210
314711,3031,6051534
314729,3031,8171745
314730,3031,8192327
314737,3031,9051237
314739,3031,9102150
314771,3031,12140855
314773,3031,12152216
314782,3032,2231020
314784,3032,2281825
314794,3032,4081803
314809,3032,5282053
314821,3032,6210705
314837,3032,7242231
314851,3032,10011532
314876,3032,12150225
314891,3033,2201936
314894,3033,3090232
314898,3033,3170050
314917,3033,5180608
314929,3033,6290430
314931,3033,7120603
314935,3033,7262106
314945,3033,8180445
314989,3034,1042116
315026,3034,6021459
315030,3034,6171707
315050,3034,8111537
315059,3034,9131037
315066,3034,10061706
315075,3034,10280702
315079,3034,11222015
315080,3034,11232012
315099,3035,2101338
315142,3035,7040151
315148,3035,7201452
315169,3035,9290036
315194,3036,1052013
315197,3036,1170118
315200,3036,2011429
315205,3036,2141506
315206,3036,2160700
315227,3036,4261832
315234,3036,5180949
315239,3036,6030444
315304,3036,12162127
315316,3037,1200659
315321,3037,2072039
315325,3037,2201547
315326,3037,2231508
315339,3037,4241525
315345,3037,5021953
315350,3037,5250811
315357,3037,6241404
315365,3037,7251259
315389,3037,10240706
315397,3037,11180231
315404,3037,12162157
315415,3038,2070130
315454,3038,6012011
315491,3038,10190417
315509,3039,1060906
315510,3039,1081042
315566,3039,9082107
315569,3039,9131242
315580,3039,10040639
315592,3039,11082201
315598,3039,11191126
315605,3039,12061109
315621,3040,2061907
315660,3040,6020156
315674,3040,7221742
315695,3040,9220043
315715,3040,11252203
315724,3041,1151839
315767,3041,7190945
315776,3041,8091912
315783,3041,9012311
315795,3041,9290822
315812,3041,11261856
315853,3042,3252115
315856,3042,3281150
315866,3042,4271155
315874,3042,5190923
315885,3042,7042144
315896,3042,8090045
315918,3042,11021153
315929,3042,12121959
315942,3043,2011018
315973,3043,4110357
315979,3043,4221541
315980,3043,4230038
315986,3043,5191051
316036,3043,11041032
316042,3043,11181709
316049,3043,12031251
316064,3044,2070042
316073,3044,3142057
316083,3044,5170526
316114,3044,9102017
316129,3044,10230906
316166,3045,2121308
316172,3045,3180041
316197,3045,6122148
316215,3045,9041006
316218,3045,9141714
316238,3045,11181025
316257,3046,1080955
316261,3046,1200558
316268,3046,2082155
316293,3046,5181351
316297,3046,6081054
316310,3046,8041008
316315,3046,8300033
316340,3046,12100018
316343,3046,12251057
316349,3047,1070741
316351,3047,1090224
316355,3047,2101929
316361,3047,2240553
316376,3047,3232144
316381,3047,4091130
316383,3047,4122321
316407,3047,6291656
316414,3047,7141136
316419,3047,7270345
316427,3047,8190250
316449,3047,11230416
316473,3048,2192056
316481,3048,3030500
316485,3048,3070059
316488,3048,3151916
316501,3048,4242123
316513,3048,6262206
316514,3048,6290014
316531,3048,8161147
316534,3048,8280711
316537,3048,9081635
316553,3048,11040239
316565,3048,12121454
316580,3049,2100633
316583,3049,2151417
316593,3049,3211208
316596,3049,4140921
316600,3049,4282140
316602,3049,5040731
316637,3049,9101024
316644,3049,10151749
316656,3049,11181334
316658,3049,12061748
316687,3050,4051828
316693,3050,4191546
316704,3050,5200651
316727,3050,9151846
316743,3050,11050629
316753,3050,11270533
316754,3050,12011405
316757,3050,12120210
316787,3051,3302045
316788,3051,4020238
316789,3051,4060245
316795,3051,4241208
316832,3051,8190517
316847,3051,10311816
316864,3052,1162219
316868,3052,1272358
316869,3052,1290855
316880,3052,3190009
316885,3052,4090502
316904,3052,7050514
316926,3052,9080123
316937,3052,10260845
316954,3052,12092347
316974,3053,1170435
316988,3053,3150227
316994,3053,4200329
317040,3053,10290257
317041,3053,11011739
317066,3054,1131455
317077,3054,2212109
317084,3054,3101516
317097,3054,4241053
317101,3054,5031557
317106,3054,5141054
317110,3054,6022138
317114,3054,6111530
317116,3054,6151905
317122,3054,6300405
317134,3054,8112005
317172,3054,12261721
317176,3055,1061442
317180,3055,1190204
317184,3055,1260031
317192,3055,2200503
317199,3055,3162302
317210,3055,5181001
317214,3055,5291644
317229,3055,7021753
317243,3055,8251852
317249,3055,9120552
317254,3055,9192143
317273,3055,12181543
317276,3055,12252329
317290,3056,2131352
317306,3056,3301956
317343,3056,7182219
317344,3056,7231806
317413,3057,3141640
317420,3057,4010215
317422,3057,4162344
317426,3057,4240358
317457,3057,7271939
317501,3057,12250231
317529,3058,3160226
317559,3058,7030346
317571,3058,8130140
317595,3058,10031636
317596,3058,10112236
317601,3058,10262046
317602,3058,10271035
317614,3058,12090007
317620,3058,12240318
317630,3059,2070755
317638,3059,3031902
317687,3059,8291125
317703,3059,10270138
317718,3060,1020036
317735,3060,3190324
317760,3060,6200929
317777,3060,7192359
317782,3060,8022130
317806,3060,10281005
317824,3061,1301456
317873,3061,8021900
317884,3061,9291336
317914,3062,1271557
317922,3062,2282259
317952,3062,6222306
317979,3062,9262050
317989,3062,10210819
317992,3062,11022055
317999,3062,12092005
318004,3062,12230716
318014,3063,2050731
318031,3063,3191104
318032,3063,3231925
318034,3063,3242156
318040,3063,4100048
318059,3063,6172324
318082,3063,8202239
318087,3063,9040411
318104,3063,10171138
318115,3063,11140626
318117,3063,11242012
318118,3063,11241208
318143,3064,1302203
318154,3064,2221358
318163,3064,3190631
318232,3064,11151020
318233,3064,11211536
318235,3064,12041116
318236,3064,12170314
318237,3064,12212336
318239,3064,12251536
318261,3065,3211729
318273,3065,4300423
318278,3065,5131518
318283,3065,5281014
318314,3065,9061909
318334,3065,11182347
318350,3066,1192149
318366,3066,3171619
318371,3066,4020121
318380,3066,5110827
318383,3066,5192311
318390,3066,6030845
318441,3066,11252039
318452,3067,1150413
318456,3067,1282056
318459,3067,2010135
318463,3067,2050223
318470,3067,2220109
318478,3067,3100319
318489,3067,4190901
318496,3067,5020035
318503,3067,6101203
318519,3067,8091137
318523,3067,8201107
318531,3067,10122130
318546,3067,12051209
318548,3067,12150353
318554,3068,1051407
318555,3068,1072303
318575,3068,3161032
318605,3068,6250057
318607,3068,6260841
318617,3068,8082150
318659,3069,1062206
318668,3069,2132228
318700,3069,4301938
318706,3069,6170601
318716,3069,7171831
318722,3069,7241618
318727,3069,8041923
318739,3069,9171001
318763,3069,12251849
318768,3070,1161133
318790,3070,3242026
318795,3070,4201300
318825,3070,7190127
318827,3070,7202035
318829,3070,7311258
318845,3070,10031655
318850,3070,10280200
318868,3070,12311426
318904,3071,5060021
318907,3071,5121721
318918,3071,7200756
318920,3071,7210102
318924,3071,7240422
318949,3071,10190242
318958,3071,11192310
318960,3071,11270528
319072,3072,11080554
319079,3072,11241148
319093,3072,12160347
319098,3072,12282119
319122,3073,5042324
319153,3073,8081938
319181,3073,11181856
319195,3074,1031707
319199,3074,1202335
319201,3074,1212044
319214,3074,2180954
319239,3074,5291501
319243,3074,6010936
319275,3074,9200953
319283,3074,10261945
319300,3075,2060016
319308,3075,3060028
319343,3075,8230640
319365,3075,10251411
319368,3075,11011958
319374,3075,11252156
319378,3075,12121414
319397,3076,2061347
319420,3076,4201105
319448,3076,8110319
319452,3076,8151442
319519,3077,3311407
319533,3077,4272027
319549,3077,6111752
319578,3077,9201400
319588,3077,10150310
319613,3078,1261002
319649,3078,5250127
319683,3078,8201643
319694,3078,9250753
319706,3078,10272019
319714,3078,11141206
319738,3079,2061632
319740,3079,2101948
319746,3079,2251047
319753,3079,3091647
319760,3079,3290305
319765,3079,4061815
319774,3079,5161512
319788,3079,7050436
319796,3079,7261823
319841,3080,1190457
319844,3080,1220600
319851,3080,2130358
319877,3080,5242131
319879,3080,6060433
319880,3080,6080630
319881,3080,6110121
319882,3080,6140457
319889,3080,7020746
319935,3081,1160705
319941,3081,1301517
319959,3081,4011444
319965,3081,4151201
319980,3081,5171531
319991,3081,6110421
319997,3081,6251430
320053,3081,12291809
320056,3082,1080438
320096,3082,5291958
320101,3082,6200223
320127,3082,9132324
320164,3083,1101933
320172,3083,2260024
320173,3083,3010842
320187,3083,5041459
320189,3083,5092151
320196,3083,6021152
320197,3083,6020542
320203,3083,6141247
320220,3083,8101557
320226,3083,9060208
320230,3083,9231218
320236,3083,10080645
320242,3083,10280440
320243,3083,11032028
320257,3083,12171259
320258,3083,12201711
320264,3084,1210720
320307,3084,5161521
320310,3084,5231913
320317,3084,6161739
320336,3084,8062102
320339,3084,8272231
320341,3084,9060856
320373,3084,12220258
320385,3085,1282304
320403,3085,4020633
320411,3085,4260121
320413,3085,4291713
320450,3085,9071415
320465,3085,11141618
320520,3086,4090214
320536,3086,6051810
320595,3087,1042255
320601,3087,1311315
320614,3087,3171510
320620,3087,4160339
320621,3087,4191459
320655,3087,9070543
320725,3088,4271002
320731,3088,5102251
320747,3088,7200648
320775,3088,11241032
320777,3088,12041733
320778,3088,12062052
320797,3089,2262237
320803,3089,3101103
320806,3089,3190048
320831,3089,5280744
320833,3089,6011904
320834,3089,6021846
320858,3089,9050919
320871,3089,10110841
320916,3090,3090944
320921,3090,3142348
320936,3090,4140450
320946,3090,5312306
320952,3090,6291813
321003,3090,12101721
321060,3091,7110606
321061,3091,7212026
321062,3091,7221254
321063,3091,7290542
321094,3091,10211738
321143,3092,3050053
321144,3092,3101708
321179,3092,7041012
321182,3092,7191427
321185,3092,7262340
321189,3092,8130751
321224,3092,12132030
321261,3093,3292336
321287,3093,7050440
321288,3093,7100834
321303,3093,8240353
321305,3093,8270019
321327,3093,11110359
321333,3093,11262318
321335,3093,11302209
321344,3093,12222002
321348,3094,1040449
321375,3094,4131141
321380,3094,5062344
321385,3094,5140617
321392,3094,6050845
321401,3094,7061904
321410,3094,8202335
321422,3094,10100128
321459,3095,1241031
321499,3095,6200225
321509,3095,7312104
321522,3095,8301555
321530,3095,9280957
321566,3096,2111914
321590,3096,5020622
321607,3096,7152252
321608,3096,7211943
321637,3096,10200729
321648,3096,12030444
321651,3096,12111653
321668,3097,3031200
321715,3097,9040839
321716,3097,9062342
321721,3097,9170339
321743,3097,12141729
321773,3098,3301015
321792,3098,5132032
321799,3098,6072036
321806,3098,6261412
321808,3098,7262337
321818,3098,8211244
321824,3098,9161903
321827,3098,9252006
321836,3098,10290039
321851,3098,12170227
321856,3098,12250038
321864,3099,2092113
321867,3099,2240047
321898,3099,6121321
321910,3099,8051418
321921,3099,9100940
321935,3099,11091217
321964,3100,1290122
321990,3100,6021448
322014,3100,8140546
322016,3100,8161303
322025,3100,9220028
322029,3100,10140745
322042,3100,11091149
322044,3100,11181803
322064,3101,2052212
322085,3101,4202109
322102,3101,5310532
322104,3101,6032041
322135,3101,9051453
322158,3101,10250143
322213,3102,6012318
322217,3102,6230253
322225,3102,7130432
322230,3102,7280140
322235,3102,8130304
322237,3102,8230402
322245,3102,9081416
322246,3102,9110549
322251,3102,9282048
322252,3102,9292340
322253,3102,9290949
322276,3102,12031347
322277,3102,12061155
322281,3102,12290356
322310,3103,2240911
322321,3103,4010821
322347,3103,7121211
322361,3103,9071733
322365,3103,10010424
322374,3103,11010930
322379,3103,11300426
322382,3103,12031123
322387,3103,12231913
322395,3104,1121836
322422,3104,5030542
322453,3104,8311338
322460,3104,9240732
322479,3104,11171114
322495,3105,1011130
322500,3105,1162244
322514,3105,3221715
322520,3105,4060458
322531,3105,5211255
322557,3105,10010729
322582,3105,12191946
322592,3106,2061936
