event_id,period_no,occ_date_id
413756,3979,4021522
413760,3979,4141034
413770,3979,6131758
413773,3979,7051014
413803,3979,10151837
413809,3979,10271807
413815,3979,11181923
413853,3980,3112126
413860,3980,3280645
413903,3980,8032210
413908,3980,8180816
413914,3980,9060552
413916,3980,9121354
413917,3980,9170251
413961,3981,3051401
413963,3981,3191831
413969,3981,4160527
413972,3981,4240453
413989,3981,7120619
413997,3981,8160647
414002,3981,9110747
414005,3981,9220715
414023,3981,11122140
414031,3981,11290601
414050,3982,1230710
414066,3982,3161437
414103,3982,7200618
414108,3982,8051810
414113,3982,8220228
414119,3982,9181053
414127,3982,10120741
414130,3982,10201653
414132,3982,11030457
414136,3982,11181440
414144,3982,12071928
414146,3982,12090313
414158,3983,1171708
414164,3983,2010341
414180,3983,4120332
414191,3983,6081823
414193,3983,6102311
414199,3983,6260919
414200,3983,6302319
414202,3983,7030040
414204,3983,7070059
414205,3983,7121502
414221,3983,10181136
414238,3983,11262151
414245,3983,12081722
414272,3984,4151028
414306,3984,8110531
414307,3984,8110959
414316,3984,9190113
414323,3984,10070204
414343,3984,12100116
414350,3985,1202212
414365,3985,3260536
414376,3985,5150522
414379,3985,5271231
414415,3985,9122045
414477,3986,6182023
414486,3986,7110206
414518,3986,9291230
414525,3986,10311157
414527,3986,11050729
414529,3986,11121010
414563,3987,3151506
414623,3987,10011449
414638,3987,11262105
414657,3988,1292134
414670,3988,3280812
414674,3988,4152202
414688,3988,5262326
414702,3988,7051256
414720,3988,8170013
414721,3988,8172213
414746,3988,12050135
414804,3989,6062328
414813,3989,6240736
414815,3989,6270019
414848,3989,10270516
414859,3989,12251403
414866,3990,1081300
414871,3990,1210839
414895,3990,4220612
414915,3990,7171421
414929,3990,9061141
414937,3990,9271627
414947,3990,11060737
414954,3990,12090741
414964,3991,2050132
414981,3991,3280701
414992,3991,5110804
415005,3991,6182121
415027,3991,10050909
415044,3991,11251756
415065,3992,2121302
415068,3992,2240942
415070,3992,3171025
415084,3992,4232101
415095,3992,5310345
415120,3992,9100200
415156,3993,1082139
415161,3993,2051108
415168,3993,2170607
415169,3993,2210606
415180,3993,3111605
415195,3993,4241727
415220,3993,7150424
415246,3993,10070558
415248,3993,10111952
415254,3993,12031844
415256,3993,12091232
415263,3994,1020811
415281,3994,2140624
415284,3994,2201837
415311,3994,6140339
415322,3994,7192214
415331,3994,8132003
415347,3994,11030836
415392,3995,5150152
415398,3995,5291504
415410,3995,7070151
415428,3995,8200505
415429,3995,8210948
415443,3995,10030654
415463,3995,12191839
415477,3996,2080106
415506,3996,6171731
415520,3996,7281839
415527,3996,9042156
415531,3996,9141407
415536,3996,9291204
415537,3996,10010111
415546,3996,11201337
415559,3996,12070206
415569,3997,1060452
415577,3997,2080359
415594,3997,4081149
415610,3997,5290326
415631,3997,7081803
415639,3997,8021800
415649,3997,9051909
415691,3998,1240818
415721,3998,5291623
415735,3998,7182002
415791,3999,1290113
415800,3999,2170538
415807,3999,3102137
415820,3999,4170213
415828,3999,5101810
415836,3999,5211146
415869,3999,9270727
415889,3999,11061418
415894,3999,11191208
415912,4000,1010645
415925,4000,1300222
415932,4000,3021014
415947,4000,4241247
415971,4000,7180408
415973,4000,7260130
415976,4000,8121434
415986,4000,9201831
416009,4001,1161713
416023,4001,4141812
416042,4001,6211924
416064,4001,9022319
416066,4001,9170847
416080,4001,10210936
416083,4001,10230736
416085,4001,11062126
416092,4001,11290027
416105,4002,1051624
416126,4002,2270609
416128,4002,3022310
416155,4002,5271745
416171,4002,8140302
416175,4002,8311308
416197,4002,11042142
416199,4002,11101752
416208,4002,12170007
416219,4003,1182253
416229,4003,2201207
416233,4003,3091935
416238,4003,4081907
416242,4003,4182054
416277,4003,8111953
416292,4003,10110753
416309,4003,12290352
416313,4004,1160759
416367,4004,7012052
416368,4004,7021318
416378,4004,8011717
416415,4004,12050228
416419,4004,12252356
416429,4005,2011121
416469,4005,8120959
416478,4005,10011954
416523,4006,3180432
416552,4006,7142112
416584,4006,10041203
416602,4007,1121017
416604,4007,1150930
416617,4007,2161011
416628,4007,3290525
416631,4007,4052327
416646,4007,5171928
416649,4007,5300622
416651,4007,6040515
416672,4007,8270936
416693,4007,10160234
416701,4007,11131008
416703,4007,11141653
416711,4007,12170220
416732,4008,3012312
416742,4008,4021204
416746,4008,4111428
416747,4008,4112301
416752,4008,5042256
416761,4008,6030803
416771,4008,6301334
416779,4008,8290817
416789,4008,9192106
416797,4008,10190848
416869,4009,7071920
416880,4009,8262326
416881,4009,8260814
416935,4010,2181512
416940,4010,3041340
416944,4010,3120443
416957,4010,4161519
416993,4010,9230920
416994,4010,9271733
417033,4011,1140310
417055,4011,3220908
417063,4011,4260819
417075,4011,5281529
417184,4012,6251712
417203,4012,8272040
417216,4012,9090608
417218,4012,9170044
417242,4012,11211806
417247,4012,12050408
417253,4013,1040514
417263,4013,1282250
417321,4013,9031122
417327,4013,9292202
417404,4014,6181920
417406,4014,6250728
417437,4014,9202309
417445,4014,10210529
417473,4015,1301113
417475,4015,2080523
417477,4015,2170033
417479,4015,2231124
417534,4015,9181046
417549,4015,11011321
417600,4016,4300421
417605,4016,5232203
417606,4016,5251615
417635,4016,8060225
417702,4017,3190522
417713,4017,4202258
417727,4017,6220113
417766,4017,11120121
417767,4017,11130949
417773,4017,12181823
417800,4018,2120809
417808,4018,3012159
417810,4018,3081722
417839,4018,6201504
417866,4018,10111210
417873,4018,11020542
417880,4018,11251055
417888,4018,12241516
417928,4019,5010135
417937,4019,5232307
417952,4019,6270917
417979,4019,9191005
417988,4019,10090538
418003,4019,12170328
418007,4020,1030017
418013,4020,2041807
418018,4020,2162144
418019,4020,2230918
418033,4020,4110421
418054,4020,6090233
418057,4020,6161935
418154,4021,6060724
418156,4021,6100952
418160,4021,6201402
418163,4021,6272134
418167,4021,7130033
418176,4021,8190856
418179,4021,9031432
418203,4021,12100046
418213,4022,1121131
418231,4022,3071631
418282,4022,10181023
418310,4023,3210951
418321,4023,5060321
418330,4023,5180730
418339,4023,6150418
418350,4023,8040154
418368,4023,10061526
418375,4023,11151449
418380,4023,11261437
418400,4024,2142330
418417,4024,4150835
418433,4024,5201230
418479,4024,10040513
418492,4024,12011542
418499,4024,12261725
418501,4025,1051222
418528,4025,4251732
418535,4025,5272318
418539,4025,6060210
418551,4025,7252150
418556,4025,8061525
418560,4025,8160528
418587,4025,12121947
418589,4025,12211745
418614,4026,4270806
418631,4026,6140113
418653,4026,9111116
418654,4026,9210354
418661,4026,10060953
418664,4026,10180341
418672,4026,11150025
418673,4026,11180323
418706,4027,2210317
418744,4027,6160148
418776,4027,10081111
418789,4027,12010400
418797,4027,12271729
418803,4028,1150224
418820,4028,3121101
418827,4028,4081036
418861,4028,7290157
418865,4028,8110217
418866,4028,8110943
418878,4028,9040709
418894,4028,10182038
418937,4029,3271549
418940,4029,4061811
418957,4029,6160806
418991,4029,10012108
418995,4029,10090726
418996,4029,10111214
419007,4029,11090910
419010,4029,11200924
419042,4030,2172333
419062,4030,4231529
419085,4030,6230912
419094,4030,7250109
419098,4030,8240349
419107,4030,9240200
419126,4030,11112217
419152,4031,1310903
419174,4031,3271251
419176,4031,4171247
419180,4031,4251117
419188,4031,5270537
419230,4031,9071156
419257,4031,11261649
419266,4031,12272035
419283,4032,2030144
419301,4032,4070737
419372,4032,11122302
419373,4032,11140336
419385,4032,12220221
419395,4033,1090733
419417,4033,3221706
419483,4033,11190713
419519,4034,4052347
419540,4034,6072256
419542,4034,6100558
419551,4034,7101312
419571,4034,9081012
419584,4034,10160928
419598,4034,12060158
419607,4035,1061601
419619,4035,2271835
419629,4035,3301325
419681,4035,10161529
419692,4035,12110404
419705,4036,1241901
419720,4036,3070543
419748,4036,6270010
419753,4036,7070843
419765,4036,8132035
419767,4036,8210557
419783,4036,10292254
419817,4037,2161127
419822,4037,2220809
419829,4037,3200737
419836,4037,4101118
419856,4037,6131759
419894,4037,10100659
419900,4037,11161859
419903,4037,11270042
419920,4038,1261355
419935,4038,3140006
419942,4038,4121012
419947,4038,4270504
419984,4038,9131025
419996,4038,11141256
420023,4039,3010456
420034,4039,4170304
420083,4039,10200934
420103,4039,12172022
420157,4040,6151240
420176,4040,9131903
420182,4040,10201246
420183,4040,10220043
420202,4040,12220249
420227,4041,2271359
420253,4041,6300513
420269,4041,8311648
420273,4041,9251328
420281,4041,10090222
420298,4041,11190506
420313,4042,1182352
420339,4042,3281636
420348,4042,5062022
420399,4042,11011807
420401,4042,11100657
420423,4043,1231151
420431,4043,2161754
420435,4043,3150928
420439,4043,4012046
420467,4043,8011506
420476,4043,9012332
420478,4043,9082320
420492,4043,11041608
420524,4044,3110716
420525,4044,3171108
420548,4044,5121319
420558,4044,6181310
420570,4044,8040502
420579,4044,9290132
420638,4045,5131417
420648,4045,7101515
420649,4045,7101432
420664,4045,9060649
420666,4045,9190020
420671,4045,9260413
420691,4045,11301140
420706,4046,1182101
420723,4046,3122108
420738,4046,5141750
420754,4046,7040632
420798,4046,12161858
420871,4047,10232339
420893,4048,1171716
420937,4048,7121800
420947,4048,8100759
420997,4049,2180219
420998,4049,2191714
421013,4049,4191857
421030,4049,5261807
421038,4049,6221205
421062,4049,9021215
421070,4049,9242248
421075,4049,10170330
421083,4049,12101016
421103,4050,2171204
421109,4050,3281033
421118,4050,4302031
421139,4050,7150305
421156,4050,9070105
421170,4050,10251733
421178,4050,11132027
421180,4050,11242355
421198,4051,3030743
421199,4051,3071606
421205,4051,3152352
421244,4051,8201839
421247,4051,9020603
421270,4051,11090942
421324,4052,4271520
421345,4052,6150655
421359,4052,8071352
421363,4052,8170332
421391,4052,12190343
421443,4053,5231808
421466,4053,7090530
421509,4053,12181427
421510,4053,12261510
421538,4054,4161833
421545,4054,5090651
421546,4054,5091440
421551,4054,5150212
421553,4054,5161022
421560,4054,6121536
421567,4054,6300718
421595,4054,10220142
421614,4054,12101408
421615,4054,12131532
421618,4054,12191841
421619,4054,12211519
421624,4055,1112159
421626,4055,1122226
421631,4055,2062053
421707,4055,11251703
421719,4055,12230745
421742,4056,4070258
421774,4056,7141907
421777,4056,7250532
421784,4056,8260823
421795,4056,10022053
421813,4056,11300939
421831,4057,1291800
421855,4057,5141647
421909,4057,10180705
421941,4058,3090259
421948,4058,3241619
421955,4058,4160559
421974,4058,7032248
421981,4058,8200009
421983,4058,8241640
421990,4058,9151438
422013,4058,12191802
422020,4059,1020052
422078,4059,7110613
422083,4059,8061201
422089,4059,9121749
422125,4059,12270418
422142,4060,2110351
422158,4060,3311004
422163,4060,4100216
422183,4060,6261947
422204,4060,9012045
422217,4060,10111618
422219,4060,10171852
422221,4060,10211957
422245,4061,1072209
422263,4061,3132214
422310,4061,8121725
422320,4061,9151045
422335,4061,10101620
422354,4061,12220029
422359,4062,1170524
422364,4062,2091027
422385,4062,5142005
422395,4062,6202212
422420,4062,9180442
422427,4062,10060252
422465,4063,1282223
422485,4063,4162054
422493,4063,5161305
422500,4063,6200552
422535,4063,9250331
422540,4063,10081117
422546,4063,10240605
422551,4063,11061345
422557,4063,12071830
422585,4064,3060825
422590,4064,3211200
422593,4064,3270725
422642,4064,8231857
422650,4064,9260903
422651,4064,9281847
422662,4064,10270811
422666,4064,11161942
422681,4064,12250414
422684,4064,12312219
422688,4065,1080739
422700,4065,2111740
422717,4065,4071108
422723,4065,4281124
422724,4065,4290429
422758,4065,9050054
422766,4065,10020039
422772,4065,10211924
422821,4066,4182137
422822,4066,4221322
422838,4066,6190702
422869,4066,10041228
422871,4066,10080711
422902,4067,1280849
422927,4067,4281657
422947,4067,8042303
422970,4067,10151129
422976,4067,11082321
423017,4068,3052201
423024,4068,4111839
423039,4068,5250424
423040,4068,5281736
423041,4068,5311554
423076,4068,10031958
423078,4068,10111823
423138,4069,5090428
423151,4069,6231547
423163,4069,8101620
423178,4069,9260739
423182,4069,10021553
423260,4070,7222032
423271,4070,8252319
423315,4071,1261449
423351,4071,5061544
423357,4071,6011721
423376,4071,8070801
423425,4071,12292000
423441,4072,2251550
423446,4072,3080946
423482,4072,6191857
423484,4072,7060555
423488,4072,7262158
423491,4072,8010219
423499,4072,8210634
423509,4072,10130733
423527,4072,12130210
423535,4073,1190142
423559,4073,4062123
423577,4073,6091141
423588,4073,7042154
423596,4073,8090627
423605,4073,8280517
423606,4073,8281606
423624,4073,10070447
423674,4074,4022054
423675,4074,4021617
423676,4074,4062220
423718,4074,9302122
423738,4074,11261949
423750,4075,1112305
423778,4075,4131215
423797,4075,6220500
423818,4075,9091322
423834,4075,11100843
423867,4076,3200335
423902,4076,7212258
423908,4076,8172031
423913,4076,9190325
423967,4077,2271946
423971,4077,3030402
423972,4077,3091644
423978,4077,3291504
423980,4077,4010558
423983,4077,4071856
423994,4077,5091531
424012,4077,7121919
424025,4077,8232047
424061,4077,12030907
424082,4078,2250013
424085,4078,3030056
424090,4078,3161926
424093,4078,3170144
424105,4078,4162209
424149,4078,10011447
424171,4078,11111455
424176,4078,11252100
424179,4078,12091853
424198,4079,3240639
424207,4079,5010856
424209,4079,5110907
424213,4079,6090945
424231,4079,8311635
424235,4079,9210921
424236,4079,9211324
424251,4079,11160447
424252,4079,11170327
424274,4080,1141559
424285,4080,2091702
424295,4080,3200738
424299,4080,4110122
424337,4080,8251646
424366,4080,11151023
424370,4080,11292230
424371,4080,12111315
424372,4080,12112244
424373,4080,12120126
424393,4081,2151556
424395,4081,2270222
424468,4081,9291024
424499,4082,1200001
424545,4082,6040940
424568,4082,8131433
424579,4082,9160421
424587,4082,10222126
424596,4082,12041506
424600,4082,12130559
424609,4082,12210050
424615,4083,1160512
424618,4083,1232350
424655,4083,6081138
424680,4083,10021236
424681,4083,10042307
424685,4083,10171654
424703,4083,12120615
424707,4083,12191437
424713,4084,1220950
424728,4084,3190856
424737,4084,4092220
424738,4084,4262227
424741,4084,5021717
424752,4084,6201319
424764,4084,8041700
424766,4084,8101146
424793,4084,10151303
424795,4084,10210602
424835,4085,3100230
424841,4085,3290228
424859,4085,6100323
424874,4085,7192105
424895,4085,9262344
424897,4085,10131317
424941,4086,2030859
424946,4086,2241335
424955,4086,3310308
424986,4086,7261224
424989,4086,8121741
424991,4086,8131205
425009,4086,10180546
425040,4087,2181347
425070,4087,6181852
425094,4087,8261318
425118,4087,11110318
425131,4087,12240547
425133,4087,12280918
425136,4088,1080615
425159,4088,4140531
425172,4088,6140243
425183,4088,7120924
425199,4088,8240713
425205,4088,9040115
425209,4088,10122224
425213,4088,10191335
425255,4089,2101751
425272,4089,5121522
425292,4089,7141001
425304,4089,8220410
425305,4089,9081233
425331,4089,11131140
425342,4089,12081353
425353,4090,1090518
425359,4090,2051417
425366,4090,2201049
425375,4090,3210245
425394,4090,6040939
425404,4090,7060441
425413,4090,8110454
425421,4090,9090430
425422,4090,9121516
425433,4090,10180914
425446,4090,12130652
425453,4091,1060852
425462,4091,1181217
425477,4091,3160535
425486,4091,4020349
425490,4091,4101825
425496,4091,5061002
425499,4091,5081223
425506,4091,5171658
425514,4091,6151029
425525,4091,7291552
425542,4091,9281716
425551,4091,10220303
425552,4091,11062146
425565,4091,12182106
425622,4092,8060759
425629,4092,8310316
425652,4092,11080853
425654,4092,11251143
425655,4092,11281043
425668,4093,2091045
425670,4093,2100731
425672,4093,2202015
425686,4093,3240553
425698,4093,4290207
425718,4093,6170244
425735,4093,8222211
425763,4093,12101423
425779,4094,1300510
425781,4094,2010118
425782,4094,2011020
425802,4094,4260846
425841,4094,9211418
425849,4094,10121237
425874,4095,2141541
425899,4095,5050057
425905,4095,6080757
425912,4095,7250657
425914,4095,7312324
425939,4095,10080418
425944,4095,10190312
425972,4096,2190728
425984,4096,4092036
426022,4096,9031412
426037,4096,11151216
426072,4097,4012243
426075,4097,4081441
426080,4097,4211053
426093,4097,6130459
426100,4097,7020526
426101,4097,7041156
426112,4097,7312341
426135,4097,10261750
426159,4098,1160032
426166,4098,2132006
426189,4098,5271108
426228,4098,10170431
426238,4098,11281101
426248,4099,1050249
426274,4099,4102231
426327,4099,9131738
426337,4099,11032306
426345,4099,11172041
426404,4100,7040621
426426,4100,9140042
426431,4100,10112211
426464,4101,3280256
426469,4101,4091855
426496,4101,6292350
426508,4101,8171248
426520,4101,10091403
426524,4101,10211444
426531,4101,11181807
426532,4101,11190113
426536,4101,11280650
426544,4102,1030341
426590,4102,6051917
426597,4102,6250731
426611,4102,8111249
426640,4102,11232055
426648,4102,12270544
426654,4103,1120923
426687,4103,6081118
426735,4103,11132236
426742,4103,12031758
426767,4104,2010114
426805,4104,5310431
426807,4104,6030940
426823,4104,7282235
426824,4104,8041022
426844,4104,10260925
426878,4105,2020328
426903,4105,4060705
426915,4105,6051401
426966,4105,12080837
426997,4106,4301822
427041,4106,10270517
427059,4106,12270913
427069,4107,1241723
427082,4107,3101841
427099,4107,4252334
427112,4107,6120119
427124,4107,8020630
427149,4107,11091745
427175,4108,2130914
427185,4108,3051554
427220,4108,6280515
427224,4108,7151553
427233,4108,8080806
427239,4108,8251137
427247,4108,9190608
427259,4108,10231048
427263,4108,11071429
427279,4109,1052255
427310,4109,3200614
427333,4109,5220130
427406,4109,12231241
427420,4110,1290011
427425,4110,2240558
427429,4110,3092243
427493,4110,9040757
427512,4110,11080652
427518,4110,12020056
427519,4110,12041009
427534,4111,1311156
427571,4111,5260354
427579,4111,7181324
427597,4111,10082059
427603,4111,11010916
427605,4111,11030216
427611,4111,12071837
427626,4112,1252140
427640,4112,3050805
427646,4112,3301406
427650,4112,4161902
427676,4112,7191029
427693,4112,8240916
427698,4112,9041024
427707,4112,10020002
427721,4112,11061500
427729,4112,12032313
427744,4113,1281349
427754,4113,3131915
427799,4113,11060024
427810,4113,12111140
427821,4114,2052226
427847,4114,6061410
427849,4114,6120159
427850,4114,6221219
427864,4114,8070003
427882,4114,9250326
427888,4114,11071947
427945,4115,5281013
427953,4115,6201557
427965,4115,8091917
427976,4115,9131449
427997,4115,10270103
428044,4116,3171220
428047,4116,3220152
428064,4116,5150751
428066,4116,5181147
428079,4116,7030447
428144,4117,2260732
428150,4117,4030914
428158,4117,5101147
428166,4117,6060255
428172,4117,6291336
428201,4117,10070530
428218,4117,11090427
428291,4118,8151804
428351,4119,2242319
428356,4119,3120126
428359,4119,3150949
428366,4119,4052128
428390,4119,6181142
428402,4119,7240919
428412,4119,8231959
428449,4120,2190103
428452,4120,3100757
428467,4120,5091844
428468,4120,5121332
428472,4120,5231404
428496,4120,8252143
428536,4121,1061748
428547,4121,2011116
428564,4121,3230701
428569,4121,4042204
428576,4121,4200759
428608,4121,8081651
428621,4121,9211356
428623,4121,9251054
428643,4121,12200245
428663,4122,3150653
428665,4122,3200010
428701,4122,7260915
428708,4122,8141542
428714,4122,9221308
428745,4122,12022001
428762,4123,2110640
428770,4123,3050536
428772,4123,3131137
428776,4123,3302330
428787,4123,5040247
428805,4123,8051918
428812,4123,8181618
428848,4123,12100003
428854,4124,1061330
428864,4124,3070239
428889,4124,6011601
428892,4124,6070439
428912,4124,8071808
428922,4124,9022214
428961,4125,1242122
429003,4125,5170801
429005,4125,5270442
429088,4126,6051920
429102,4126,7051857
429140,4126,10311508
429192,4127,6051543
429194,4127,6201614
429197,4127,7030211
429209,4127,8082330
429212,4127,8231255
429213,4127,8241811
429234,4127,10251721
429235,4127,10270921
429241,4127,11201848
429246,4127,12040113
429247,4127,12051511
429280,4128,3280639
429287,4128,4241023
429310,4128,7080526
429335,4128,9221953
429354,4128,11190618
429358,4128,12091815
429360,4128,12132146
429368,4129,1192225
429377,4129,2121004
429382,4129,2280434
429388,4129,4070514
429405,4129,6042246
429411,4129,6290046
429412,4129,7060846
429420,4129,8121605
429422,4129,8211722
429428,4129,9080750
429433,4129,10020146
429440,4129,10240819
429442,4129,10291339
429456,4129,12032117
429480,4130,2202144
429498,4130,4290002
429512,4130,7121701
429527,4130,9091821
429554,4130,12162125
429567,4131,2200044
429600,4131,7011618
429626,4131,9261831
429686,4132,5141243
429693,4132,6110453
429696,4132,6181619
429701,4132,6261608
429782,4133,4020930
429792,4133,5071356
429800,4133,6241852
429801,4133,6301112
429802,4133,7081056
429803,4133,7080058
429811,4133,8050527
429821,4133,8271532
429832,4133,10111634
429839,4133,11030428
429853,4133,12061436
429867,4134,1150058
429890,4134,3130440
429895,4134,3280641
429913,4134,5210022
429926,4134,7010252
429942,4134,9201210
429951,4134,10281238
429955,4134,11091128
429964,4134,12111410
429987,4135,2231529
430013,4135,5171746
430047,4135,11271206
430055,4135,12160931
430059,4135,12210442
430068,4136,2061406
430095,4136,5080129
430096,4136,5141633
430098,4136,5220737
430114,4136,7100738
430117,4136,7170405
430192,4137,5191407
430228,4137,10120139
430256,4138,2061440
430263,4138,3201855
430269,4138,4011607
430278,4138,5011005
430284,4138,5211812
430287,4138,5301911
430292,4138,6210915
430309,4138,8251016
430325,4138,9270049
430334,4138,10240004
430337,4138,10280131
430349,4139,1060217
430388,4139,5021211
430400,4139,6180015
430414,4139,7310930
430417,4139,8110632
430434,4139,10201729
430439,4139,11130757
430477,4140,3280548
430485,4140,5062334
430503,4140,6202023
430522,4140,9221243
430540,4140,11212145
430544,4140,12010922
430548,4140,12101010
430584,4141,3140508
430646,4141,10211419
430653,4141,11181113
430669,4141,12182332
430690,4142,4010842
430692,4142,4041350
430732,4142,8150229
430741,4142,9080709
430743,4142,9101624
430750,4142,10011927
430768,4142,11252330
430770,4142,11301929
430791,4143,2071549
430807,4143,4040327
430818,4143,4270330
430838,4143,7182218
430926,4144,5161328
430936,4144,6221212
430974,4144,12130512
430988,4145,1270926
430999,4145,3010135
431041,4145,5210759
431044,4145,5310837
431046,4145,6071243
431054,4145,7052235
431084,4145,10240613
431090,4145,11150944
431128,4146,5141829
431129,4146,5161811
431157,4146,7230744
431172,4146,10060544
431173,4146,10072014
431209,4147,2170646
431236,4147,5140422
431268,4147,9061936
431279,4147,10060720
431280,4147,10062329
431291,4147,11202112
431292,4147,11252110
431348,4148,6151628
431362,4148,8082336
431363,4148,8102015
431392,4148,12111030
431407,4149,2170825
431428,4149,4190027
431447,4149,7131928
431456,4149,8081130
431457,4149,8131615
431462,4149,9031845
431482,4149,11162200
431529,4150,5070655
431569,4150,10121630
431591,4150,12100402
431600,4151,1061942
431628,4151,4030204
431648,4151,6290235
431710,4152,3202148
431714,4152,4251711
431727,4152,5301010
431762,4152,8301153
431774,4152,9271801
431805,4153,1080527
431818,4153,3010202
431842,4153,5201302
431843,4153,5282322
431882,4153,10010121
431902,4153,12201355
431905,4153,12251150
431907,4154,1041142
431934,4154,4231314
431960,4154,8010538
431973,4154,9100235
432009,4155,2211742
432010,4155,2221852
432060,4155,9091131
432061,4155,9170755
432062,4155,9210942
432066,4155,10032318
432099,4156,1230851
432106,4156,2151815
432117,4156,3260130
432130,4156,5040845
432167,4156,10030549
432221,4157,5041322
432222,4157,5050541
432245,4157,6300218
432250,4157,7140910
432253,4157,7291249
432259,4157,8121432
432268,4157,9050758
432271,4157,9081218
432291,4157,11151639
432314,4158,2120340
432320,4158,3192133
432365,4158,7140039
432375,4158,8231439
432384,4158,9050918
432465,4159,5091425
432469,4159,6030938
432504,4159,10270012
432524,4160,1110634
432542,4160,4172025
432569,4160,7162257
432573,4160,7202129
432583,4160,8102259
432592,4160,8312304
432603,4160,10010126
432629,4161,1151357
432633,4161,1250630
432634,4161,1260318
432636,4161,1261624
432656,4161,4211528
432665,4161,5141557
432683,4161,7090345
432684,4161,7151711
432708,4161,10180731
432728,4161,12270751
432741,4162,2131544
432745,4162,3110351
432748,4162,3130148
432751,4162,4010647
432752,4162,4020349
432761,4162,4240923
432770,4162,5301052
432776,4162,6051050
432781,4162,6241444
432842,4163,3031158
432846,4163,3281845
432858,4163,5151125
432862,4163,5312157
432890,4163,9192312
432891,4163,9250942
432892,4163,9270824
432914,4163,11210621
432921,4163,12060736
432939,4164,2040526
432943,4164,2172207
432971,4164,5110637
432983,4164,7020231
432984,4164,7030619
433002,4164,8250801
433020,4164,10231820
433032,4164,11272153
433063,4165,3090438
433076,4165,4271037
433111,4165,9232236
433164,4166,4070619
433174,4166,5291449
433185,4166,7020907
433230,4166,12071332
433244,4167,1272150
433275,4167,5211217
433296,4167,7051443
433299,4167,7090426
433307,4167,8040645
433308,4167,8051209
433313,4167,8261030
433329,4167,10202152
433347,4168,1231756
433379,4168,6090736
433408,4168,9151357
433462,4169,3070343
433467,4169,3241806
433473,4169,4230417
433481,4169,5250945
433507,4169,8161048
433580,4170,4191417
433585,4170,5060043
433599,4170,7172043
433606,4170,8101905
433609,4170,8180641
433625,4170,10052339
433627,4170,10120812
433632,4170,11052308
433634,4170,11081446
433652,4171,1211405
433682,4171,6270332
433690,4171,7191450
433695,4171,7272340
433729,4171,11261248
433745,4172,1231302
433746,4172,1230242
433775,4172,4240820
433791,4172,6051708
433792,4172,6130555
433799,4172,7311912
433806,4172,8190048
433814,4172,9150050
433837,4172,12010827
433849,4173,1231927
433856,4173,2051039
433858,4173,2121150
433863,4173,2281251
433875,4173,4260434
433896,4173,7031238
433899,4173,7120133
433903,4173,7271519
433916,4173,9271046
433933,4173,11211149
433956,4174,1180852
433981,4174,3292019
433989,4174,5081954
433992,4174,5150830
434001,4174,6101852
434007,4174,6221138
434029,4174,8291311
434044,4174,10081401
434053,4174,11071450
434063,4174,12160624
434105,4175,6072029
434125,4175,8212150
434127,4175,8271036
434131,4175,9070110
434146,4175,10271803
434147,4175,11050738
434148,4175,11072336
434149,4175,11081546
434156,4175,12021023
434223,4176,7241326
434241,4176,8301523
434280,4176,12291821
434291,4177,2151307
434299,4177,3070127
434304,4177,4052242
434369,4177,11282207
434384,4178,1180919
434387,4178,2020427
434406,4178,4270710
434427,4178,7031106
434435,4178,8100417
434466,4178,12130043
434491,4179,3130123
434498,4179,4082256
434506,4179,5011641
434507,4179,5012232
434535,4179,7061219
434552,4179,10031326
434559,4179,10302159
434563,4179,11082103
434575,4179,12031126
434623,4180,5031426
434638,4180,7291738
434657,4180,9081615
434661,4180,9261021
434733,4181,5271202
434753,4181,7130645
434797,4181,11262137
434822,4182,3071507
434848,4182,6141447
434853,4182,6271836
434856,4182,6290651
434878,4182,9140624
434882,4182,10041950
434891,4182,10270416
434901,4182,11250809
434909,4182,12172312
434919,4183,1190010
434942,4183,3210903
434949,4183,4101530
434961,4183,4300654
434964,4183,5092204
434993,4183,8240654
434994,4183,8260947
435000,4183,9150302
435019,4183,11230052
435054,4184,3190701
435069,4184,5261219
435073,4184,6041820
435111,4184,10100423
435179,4185,5090542
435183,4185,5201148
435188,4185,6161430
435204,4185,8020632
435213,4185,8280431
435230,4185,10221429
435233,4185,11150654
435262,4186,1311521
435276,4186,3170001
435278,4186,3240859
435283,4186,4031820
435291,4186,4250750
435297,4186,5220756
435301,4186,6071526
435314,4186,6280829
435331,4186,9080114
435343,4186,10212011
435386,4187,2220130
435395,4187,3110214
435410,4187,4291735
435413,4187,4301539
435422,4187,6011953
435426,4187,6080635
435447,4187,9100643
435474,4187,12101235
435481,4187,12280228
435513,4188,3281303
435526,4188,5021014
435541,4188,6302054
435585,4188,11231812
435614,4189,4020709
435618,4189,4191807
435623,4189,5041128
435633,4189,6052315
435644,4189,8151108
435657,4189,9151652
435660,4189,9250037
435679,4189,12170157
435682,4189,12310934
435684,4190,1071730
435739,4190,7140553
435742,4190,8021222
435743,4190,8030306
435786,4190,12092356
435801,4191,2151048
435811,4191,4051144
435885,4191,11201335
435889,4191,12051709
435929,4192,5060319
435938,4192,5310600
435942,4192,6131326
435971,4192,9140215
436000,4192,12090634
436007,4193,1061841
436036,4193,3211519
436047,4193,5292015
436051,4193,6110308
436057,4193,7080911
436060,4193,7090058
436082,4193,9171541
436120,4194,1041226
436127,4194,2030351
436131,4194,2160853
